,Drug,Correlation,P-value,CCLE_model_state,State_description,Salient_representative_genes
2139,BRD8958,0.21807843999013576,0.43491484031370603,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2140,serdemetan,-0.05507024874758006,0.833727273792913,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2141,FK-866,0.13914938960154347,0.6208915438218616,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2142,MK-1775,0.24324994179010742,0.3468132276507995,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2143,tivozanib,0.1453274822991641,0.5650365870686138,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2144,Ko143,0.5898594700264295,0.009977139267223965,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2145,CR-1-31B,0.30632799791737547,0.216337264689301,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2146,BRD-K26531177,0.20431094243705675,0.4651429520654157,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2147,BRD-K71781559,0.40272681225201,0.12196304099142799,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2148,BRD-K04800985,0.09964371720658548,0.7035764484663063,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2149,BRD-K19103580,0.41198188634827265,0.10034302496803833,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2150,BRD-K64610608,-0.04095770395822866,0.8759743886983443,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2151,BRD-K02251932,0.3478570555531235,0.1867526699986508,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2152,BRD-K55116708,-0.20443184015212904,0.4475710866814625,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2153,NSC23766,0.11296187764768789,0.665985889068332,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2154,pyrazolanthrone,0.2687645049168112,0.29690765674560554,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2155,C6-ceramide,0.3078011705342758,0.2140230639429758,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2156,topotecan,0.283464616250704,0.2543383190421784,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2157,BRD-K16147474,0.08661282781541882,0.7497660935293098,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2158,BRD-K33199242,0.3557313718159243,0.17630028289563565,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2159,BRD-K52037352,0.49305687255617975,0.07321923576878878,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2160,N9-isopropylolomoucine,0.17765386111267323,0.4951440488875368,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2161,BRD-K37390332,0.22355538569115052,0.3883978592176659,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2162,tandutinib,0.34804517395277124,0.18649833129800356,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2163,importazole,0.1789062117265034,0.4775145667994883,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2164,isonicotinohydroxamic acid,-0.06042948145478598,0.8772680798083182,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2165,HLI 373,-0.10706932100458724,0.672394316547237,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2166,etoposide,0.1393229215389871,0.5938253634400336,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2167,PRIMA1,-0.05095893898188739,0.8568724600977476,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2168,tanespimycin,0.2287083166128575,0.3613221258228485,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2169,cytochalasin-B,0.29227153213779866,0.23923518464614582,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2170,NSC-95397,0.09072940171327212,0.7477765885909275,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2171,manumycin A,0.3483337135118283,0.17062677158974923,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2172,mitomycin-C,-0.11409163905985525,0.6739554888946226,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2173,tacrolimus,-0.04801855073764624,0.8705104413838329,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2174,pifithrin-alpha,-0.10406665827693262,0.7013163323057586,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2175,SB-431542,0.37118824543269385,0.12938118920517788,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2176,SB-225002,0.26603036162709437,0.28596212517820363,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2177,PD-153035,0.17640902035345152,0.625891793570655,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2178,cerulenin,0.3400204311792784,0.16741162308693616,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2179,purmorphamine,0.4685119173657317,0.09107804433856315,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2180,GSK-3-inhibitor-IX,0.664272294206659,0.0036324342870525167,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2181,dasatinib,-0.2907344722422697,0.24182902657080377,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2182,gefitinib,0.17677308303853384,0.512517112516313,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2183,erlotinib,-0.00896291884159562,0.9737194127694335,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2184,BRD-K94991378,0.4763852778480029,0.0726173941862298,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2185,BIX-01294,0.17061593790051519,0.5126532223857767,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2186,tacedinaline,0.29892189862709406,0.34526054615341306,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2187,panobinostat,0.12083293652200255,0.6329325169085618,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2188,IC-87114,-0.069037236295285,0.7923348996756787,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2189,ciclosporin,0.32085747831685446,0.22563374956498328,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2190,vorinostat,0.03243137208520879,0.9016602752919158,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2191,sirolimus,0.3442640181248594,0.1618337501105642,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2192,MIRA-1,0.4655963805449138,0.14895325461815473,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2193,KU-55933,0.19062499851752823,0.4794583370299653,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2194,AM-580,0.28537633712342503,0.2668687046079795,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2195,PDMP,0.6796240228210312,0.0053175126298005086,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2196,BRD-K71935468,0.3900977743249182,0.12162662957990471,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2197,NSC48300,0.11809414768094276,0.640714255402971,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2198,PRIMA-1-Met,0.23607182653582745,0.5408568015965363,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2199,evodiamine,0.30757890646041686,0.22976282269856013,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2200,UNC0638,0.26413065979918354,0.3615052439991763,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2201,cucurbitacin I,0.35784652864573585,0.1735600137064207,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2202,BRD-K50799972,-0.10053947836216306,0.7010265590715045,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2203,BRD-K17060750,0.21646906272707991,0.38826706394882116,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2204,barasertib,0.09880069168906325,0.7059789513860929,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2205,entinostat,0.3210294068182938,0.19396485330861882,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2206,belinostat,0.24305828133243398,0.5285792546783219,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2207,linifanib,0.4092828814776531,0.09168163944661922,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2208,veliparib,0.18495725860814602,0.46249293756502075,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2209,saracatinib,-0.1371501366938723,0.5996504518027311,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2210,afatinib,-0.001453361947419643,0.9957378637788449,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2211,cediranib,-0.03719947685252869,0.9243051831548835,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2212,canertinib,0.2428159702349176,0.3316190284637721,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2213,obatoclax,0.0066036893897681226,0.979932263623367,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2214,masitinib,0.27929050443701703,0.2776476503655396,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2215,ZSTK-474,0.4188911738954243,0.0835893493428881,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2216,brivanib,-0.08566081587793933,0.761479028115746,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2217,GDC-0879,0.1268264492631151,0.6160313865342935,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2218,NVP-TAE684,0.026845146142152602,0.9157917931531143,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2219,BMS-387032,0.4053769831193846,0.13386052439009583,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2220,PLX4720,0.3144462722191327,0.2037849936287417,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2221,TGX-221,0.31923758212461195,0.21166825866320393,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2222,KU-0063794,-0.18118628470686862,0.4718262308997793,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2223,TG100-115,0.5659914299046604,0.01434683026289518,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2224,GSK1059615,0.5751455278508792,0.05041215113970025,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2225,SU11274,0.12652706863225463,0.6168713545611171,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2226,PCI-34051,-0.12367052501278959,0.6481647487519672,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2227,LRRK2-IN-1,0.255586058999536,0.4226804011044856,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2228,BRD8899,0.009770795872239692,0.9693061192328896,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2229,EX-527,-0.16497317428001504,0.5568294211688084,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2230,ELCPK,0.1601335315986456,0.704842972029662,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2231,NPC-26,0.43670063691348887,0.11846584838203339,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2232,"1S,3R-RSL-3",0.17258253293732362,0.4934662219744206,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2233,CIL55A,0.1265816976295388,0.745548298877524,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2234,SCH-529074,0.4648177919374535,0.08085664563697006,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2235,stemregenin-1,0.5476163396506091,0.028108037066863246,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2236,FQI-2,0.28279932533700103,0.27140105227039313,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2237,ML210,0.14685391269369427,0.560912666565001,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2238,darinaparsin,0.13924762252872552,0.720870828935005,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2239,PX-12,0.004068529241671401,0.9885186657106747,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2240,GANT-61,0.019550059415446082,0.940633520051418,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2241,PL-DI,0.16783735817056855,0.5196444362698294,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2242,TW-37,0.4306467662870417,0.09587452487806129,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2243,AZD8055,0.0776903389447317,0.7592908163837091,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2244,CHM-1,0.28131317462053357,0.2740361659541186,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2245,ML239,0.22046330891662705,0.3793549543531854,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2246,apicidin,0.08493563107872959,0.7375590435937034,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2247,salermide,-0.02262775641349528,0.947349301282342,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2248,fumonisin B1,0.08828946220413383,0.7275621405928427,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2249,JQ1-(+),0.3220456923015054,0.20745213937864318,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2250,BRD-K51490254,0.10124639129237377,0.7090776918970662,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2251,BRD-K85133207,0.22563404314571958,0.3679883423504495,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2252,Merck60,0.19237483402639277,0.4594714041771457,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2253,BRD-A94377914,-0.2222289489887513,0.5654989134249002,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2254,compound 1B,0.014144110222639918,0.9555786728742299,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2255,BMS-345541,0.6446939727545971,0.005206505942262349,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2256,CAY10576,-0.10241170251876179,0.7275538664198709,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2257,vincristine,0.2284438441893647,0.37783145751236874,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2258,cytarabine,0.2858577661361758,0.28314656909130204,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2259,Repligen 136,0.04160350243600951,0.8698043567044301,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2260,nintedanib,0.15137200377702262,0.5619537071181887,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2261,crizotinib,0.019351825717811653,0.9392479217721101,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2262,foretinib,0.05722006692416576,0.8215748827982173,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2263,regorafenib,0.17467627197076271,0.5025166592075139,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2264,WZ8040,0.20047931034230015,0.49194631087806706,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2265,OSI-930,0.11504459725727377,0.6953323451768112,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2266,MGCD-265,0.25157074646833366,0.3657452064889926,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2267,lenvatinib,0.060085883246360244,0.8127848886405583,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2268,YK-4-279,0.12909464417587319,0.6096823443313548,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2269,GPP-78,0.16965977919410236,0.5298926702905994,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2270,KU 0060648,0.13452213163884508,0.6193951025569495,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2271,narciclasine,0.01157895970055186,0.9648199723155653,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2272,ixazomib,0.2596300602764907,0.3142527566735513,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2273,ISOX,0.1854933656940505,0.49158334116123636,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2274,itraconazole,0.35686351226595425,0.15968899097475178,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2275,lapatinib,0.6002350116816009,0.00844707307036028,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2276,BRD-K29313308,0.12824216414271752,0.6359846303127423,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2277,UNC0321,0.03311925790093361,0.8962021314204538,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2278,erastin,-0.28196066349917,0.2900491448729705,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2279,SGX523,0.08087840963362396,0.7658873381395401,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2280,sonidegib,-0.06068709348170335,0.8109435276153835,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2281,alisertib,0.12675385859786795,0.6162350115104249,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2282,AZD6482,0.36726855717103946,0.13379598238136425,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2283,ruxolitinib,0.08661313072763131,0.7325537307809411,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2284,bleomycin,0.09246833359754192,0.724107901116926,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2285,GDC-0941,0.24700807215641749,0.32307617729366356,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2286,SB-525334,0.47001994027405314,0.05693423998041519,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2287,PHA-793887,-0.12071302770011927,0.6560893690050931,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2288,quizartinib,0.284983821854253,0.2516912810453058,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2289,fingolimod,0.49748454971175976,0.042160186974555994,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2290,pazopanib,0.2564905899401395,0.33760294476111297,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2291,WZ-4002,0.21907962796007746,0.5431098882205994,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2292,BRD-K24690302,-0.00028381350464881037,0.9991374470519189,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2293,BRD-K70511574,0.014147856359394015,0.9585263578164374,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2294,vemurafenib,0.27185248735259826,0.29117649740370644,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2295,BRD-K48477130,-0.1141208862844024,0.770023232172013,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2296,GSK461364,0.03596396801030535,0.894803748140778,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2297,YL54,0.3962081420387845,0.143737581597408,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2298,BRD-K20514654,0.10032739578294617,0.7973213331361594,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2299,BRD-K55473186,0.24076148540792583,0.4757506415235303,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2300,BRD-K28456706,0.019755556104487065,0.9421097125072952,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2301,STF-31,-0.0011081663779922263,0.9966321200922487,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2302,ML334 diastereomer,-0.30982419586557547,0.3538281607750638,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2303,spautin-1,0.3176539850422285,0.1989600530531349,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2304,VAF-347,0.032510514210370045,0.9201062977550852,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2305,BRD-A02303741,0.2822426667566583,0.2895463139714646,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2306,ML320,0.008621464420903757,0.9766643173806091,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2307,tigecycline,-0.2903896147951767,0.4484327682701826,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2308,PF-573228,-0.0011169778868750603,0.9966053407705654,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2309,ceranib-2,0.1543724712278073,0.5541340856814198,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2310,GSK4112,0.3591220843128479,0.1568743016631582,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2311,etomoxir,0.38482967433347864,0.11481363395312788,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2312,HC-067047,-0.027461658370521533,0.9226082614652336,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2313,IPR-456,0.5158335045532911,0.03404653702403508,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2314,KH-CB19,0.04290322759121383,0.900326509663232,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2315,leptomycin B,0.30483864888253764,0.21869333575565714,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2316,AZ3146,-0.2685987777530145,0.3531335866891099,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2317,VU0155056,0.19490575957212442,0.45347147489305206,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2318,JQ-1:UNC0638,0.3180821472745235,0.2134190213151937,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2319,carboplatin:UNC0638,0.2809056870043375,0.2919348634419181,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2320,vorinostat:carboplatin,-0.11961907031188322,0.6363770194230725,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2321,serdemetan:SCH-529074,0.3706590531995554,0.15756488512623046,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2322,selumetinib:PLX-4032,0.2784834383554663,0.2790967313272635,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2323,sirolimus:bortezomib,0.35502692220183535,0.14825813214013622,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
2324,BRD-K97651142,0.401207810766318,0.0989097003493413,F5,EMT & DNA damage response,"['SLFN12', 'ZNF185', 'GSDME', 'ERCC2']"
